Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZriPerSqft_AllHomes
12/31/17,Iowa,,12497,12038,124.9038462,169000,3.335557038,5000,0.988949939,1059.5,111,22.29,68.72,,,11.73116283,7.622798888,10.36,,,,130700,1058,0.886
12/31/17,Kansas,,10786,10158,104.7869235,165000,3.571428571,5000,0.845665962,1050,,,,,,13.30341245,9.147130735,10.23,,,,128200,1040,0.772
12/31/17,Kentucky,,16095,15412,104.893617,169900,3.631284916,5000,0.843253968,1025,99,23.94,67.71,,,12.88523099,8.805638698,10.62,,,,138300,1085,0.794
12/31/17,Louisiana,,19614,19004,115.3997183,200500,3.334444815,5500,0.897009967,1225,98,,,,,14.32665652,10.97970817,,,,,,1266,0.764
12/31/17,Maine,,8454,7536,157.3448905,225000,4.21326233,7000,1.279633621,1700,168,15.41,80.13,,,10.00094822,5.677593782,12.15,,,,216400,1480,1.132
12/31/17,Maryland,,24087,22881,174.1975163,297500,3.261648746,10000,1.293696439,1650,177,33.96,52.79,,,15.2708646,11.40411173,12.76,,,,273000,1785,1.204
12/31/17,Massachusetts,,16178,13846,237.9920549,415000,3.259488868,10000,2.398441067,2500,240,11.33,81.89,,,13.03856965,8.280736065,14.65,,,,385100,2200,1.39
12/31/17,Michigan,,39553,37178,118.3285865,159900,4.112544676,5000,0.944444444,1050,107,20.46,73.16,,,11.7647947,8.47061382,10.01,,,,137700,1135,0.916
12/31/17,Minnesota,,17958,15231,166.9654454,249900,3.219315895,6900,1.263844848,1500,170,22.31,68.62,,,11.97164984,7.257850509,11.95,,,,211800,1445,1.194
12/31/17,Mississippi,,11522,11444,90.76581748,174900,3.706449222,5000,0.758781066,1100,73,,,,,10.96137922,7.848367848,9.26,,,,118500,1048,0.674
12/31/17,Missouri,,28080,26612,104.7448019,165000,3.618817853,5000,0.83655819,950,106,,,,,12.42802416,8.639259127,10.82,,,,144200,1106,0.85
12/31/17,Montana,,6217,5670,182.7040195,299999,3.385714286,9900,0.966183575,1150,164,,,,,8.180018276,4.72027972,14.03,,,,208900,1239,0.99
12/31/17,Nebraska,,4539,4465,128.3708024,195000,3.516575976,5000,1,,114,15.39,77.05,,,14.32246854,9.39485122,10.18,,,,156100,1271,0.934
12/31/17,Nevada,,12742,12186,156.7949804,299500,2.157164869,6000,0.874175176,1350,149,3.87,94.52,,,9.852823945,8.027028601,15.66,,,,258200,1350,0.848
12/31/17,NewHampshire,,6271,5397,156.5002255,279900,3.572704537,10000,1.267748479,1695,154,15.1,78.27,,,10.35576701,6.404710406,12,,,,253000,1715,1.124
12/31/17,NewJersey,,44977,41120,165.4135338,279900,4.241632987,10000,1.4125,1850,184,29.96,59.67,,,14.48892053,9.918589615,12.3,,,,311600,2071,1.254
12/31/17,NewMexico,,11276,10770,127.6470204,216925,3.155471862,6000,0.853296255,1200,99,,,,,12.66056759,8.750946253,12.54,,,,180300,1188,0.684
12/31/17,NewYork,,61401,56519,180.7971014,345000,4.264577894,10000,,3400,144,25.09,67.69,,,11.1996187,7.074076981,10.81,,,,307800,2160,1.19
12/31/17,NorthCarolina,,48789,46046,122.3916714,250000,2.816901408,5400,0.775510204,1275,105,23.55,69.07,,,11.33038759,7.856175535,11.57,,,,166000,1198,0.756
12/31/17,NorthDakota,,3509,3381,,,2.98596596,7000,0.879430635,1170,179,,,,,12.5381814,8.317490494,13.3,,,,201100,1322,1.07
12/31/17,Ohio,,36990,34594,95.75,148500,4.170141785,5000,0.833333333,1000,89,25.94,66.12,,,13.53261141,9.345610126,9.58,,,,130000,1125,0.794
12/31/17,Oklahoma,,19575,18906,97.54808032,175000,3.076923077,5000,0.767077268,990,80,41.44,48.66,,,14.37384847,10.25929163,9.95,,,,116800,954,0.682
12/31/17,Oregon,,14402,12890,200.5762217,350000,2.778549597,10000,1.188424643,1695,204,13.88,79.29,,,12.01823594,8.291226458,15.56,5451,6248,315500,318800,1699,1.12
12/31/17,Pennsylvania,,50348,47710,116.3157138,188700,3.849114704,5100,1.009114583,1300,118,29.62,60.76,,,14.95805709,9.828761275,10.97,,,,163100,1239,0.906
12/31/17,RhodeIsland,,4087,3589,192.2455929,280000,3.847633705,10000,1.420359933,1900,190,10.64,84.42,,,12.3267902,7.471498371,13.05,,,,264900,1665,1.248
12/31/17,SouthCarolina,,28774,27612,121.1786864,239000,2.693602694,5050,0.91006424,1300,97,27.69,64.33,,,12.35830301,9.053010808,10.21,,,,148000,1212,0.804
12/31/17,SouthDakota,,3215,2960,144.6356275,217900,3.544972958,5950,0.892857143,1100,146,,,,,10.23353847,6.460224239,12.12,,,,178600,1207,1.01
12/31/17,Tennessee,,28850,28249,119.2372559,224900,2.898550725,5100,0.832072617,1292.5,95,,,,,12.07484497,8.660629815,10.47,,,,146500,1141,0.748
12/31/17,Texas,,97966,92270,119.9048913,269000,2.615233737,6200,0.900958065,1495,99,,,,,14.05849926,10.34902919,10.01,,,,174300,1442,0.856
12/31/17,Utah,,8088,7614,171.0944808,337500,2.38133037,7001,0.983552632,1400,179,,,,,11.80220341,7.843484419,14.27,,,,262200,1533,1.054
12/31/17,Vermont,,5482,5184,148.7774554,249900,5.025125628,10000,1.457725948,,159,28.88,62.51,,,8.581706974,5.457413249,10.88,,,,224500,1628,1.154
12/31/17,Virginia,,39599,36664,147.9289941,289000,2.713157953,6075,1.068376068,1600,147,30.63,54.74,,,12.91137129,9.002226699,13.25,,,,246200,1538,0.948
12/31/17,Washington,,17918,15109,201.418209,349950,3.032140691,10000,1.268181818,1900,212,6.9,90.38,,,9.5952129,6.541501976,15.66,,,,351300,1842,1.132
12/31/17,WestVirginia,,9800,9422,89.39267887,149900,5.099050991,5900,0.746073915,980,74,46.82,44.07,,,11.5522858,8.061330072,9.25,,,,103500,858,0.674
12/31/17,Wisconsin,,27273,23370,128.5369775,189900,3.717472119,5100,0.983717081,1150,116,19.83,72.21,,,10.13756283,6.039634043,11.79,,,,169300,1179,0.92
12/31/17,Wyoming,,4337,3992,154.7072315,237500,3.922125985,9000,0.900662315,1050,152,,,,,9.180008736,5.808540781,14.02,,,,200200,1144,0.902
