Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZriPerSqft_AllHomes
6/30/17,Nebraska,59.75,4484,4514,128.983308,197000,3.06122449,7000,1.044891641,,109,10.42,84.1,,,13.69999865,15.3192585,9.89,2715,1961,168700,150200,1264,0.918
6/30/17,Nevada,61,15214,15307,147.6827272,284990,2.28368739,9500,0.863034623,1350,139,3.21,94.8,,,12.03409221,11.32582968,14.98,7237,5463,240700,242800,1309,0.818
6/30/17,NewHampshire,73,6047,7124,155.1094891,279900,3.490217793,10000,1.229198185,1600,149,12.73,81,,,10.04717752,12.25308642,11.9,,,,246100,1688,1.098
6/30/17,NewJersey,109.5,46346,50714,176.352317,3.00E+05,3.577817531,10000,1.479063634,2000,180,22.54,65.56,,,14.16499653,16.43088833,11.95,15962,13645,264900,303800,2056,1.242
6/30/17,NewMexico,78.25,11589,12144,131.4781543,222250,3.111814757,7100,0.83081571,1175,94,,,,,12.9315023,14.72237294,12.29,2737,2280,197700,175000,1186,0.676
6/30/17,NewYork,123.25,62390,67630,177.7222222,344999.5,4,10000,,3300,141,20.01,72.65,,,10.58081116,12.83044732,10.69,18140,17004,282400,301500,2163,1.18
6/30/17,NorthCarolina,73.5,47919,51220,120.9113429,249900,2.857142857,8000,0.781127643,1250,103,16.86,76.21,,,10.91921682,12.16128259,11.31,19375,14776,182100,161000,1177,0.746
6/30/17,NorthDakota,80.25,3330,3393,,,3.03030303,7000,0.9375,1250,179,,,,,15.64327034,17.13251558,12.76,1031,731,224600,201600,1361,1.102
6/30/17,Ohio,69.5,37196,39395,98.57694851,155900,3.614893361,5100,0.850921291,1075,87,17.32,74.81,,,13.10973172,14.62212252,9.42,20896,16486,128900,127100,1118,0.782
6/30/17,Oklahoma,80.75,19665,20143,98.11715481,179900,2.756756757,5000,0.7893393,1095,79,34.1,55.37,,,16.84209769,18.75420995,9.7,5582,4327,140600,114900,954,0.68
6/30/17,Oregon,60.25,13878,15207,198.9125454,353990,3.034901366,10100,1.214961708,1790,198,6.49,89.49,,,12.42328179,13.45403811,15.29,7702,5965,296700,309500,1663,1.096
6/30/17,Pennsylvania,85.25,50896,54036,119.047619,194900,3.431372549,6000,1.058495822,1400,115,23.54,66.73,,,15.27143944,17.35717023,10.7,19193,15439,160200,159200,1232,0.898
6/30/17,RhodeIsland,78.75,4101,4674,195.2493962,299900,3.68704277,10000,1.471901261,1925,182,7.21,88.19,,,12.36442736,14.40969624,12.43,,,,253700,1647,1.24
6/30/17,SouthCarolina,85.75,29272,30202,119.6335079,233900,2.512562814,5400,0.916870416,1350,95,20.86,71.03,,,12.7556442,13.73836671,10.03,10050,7963,168100,144900,1204,0.794
6/30/17,SouthDakota,,3043,3347,146.3023702,214500,3.031221582,7000,0.899321267,1195,141,,,,,11.62519891,13.37659619,11.57,,,,172500,1226,1
6/30/17,Tennessee,72,27518,28114,116.9732441,223400,3.032370573,7000,0.84368982,1275,91,,,,,11.90114699,13.34095587,10.23,12684,10635,162800,141700,1125,0.734
6/30/17,Texas,63,95709,100186,119.8560136,274644.5,2.632964718,9000,0.913432746,1500,97,,,96.06,3.94,16.42437388,17.8026415,9.84,38712,31368,202100,169300,1426,0.848
6/30/17,UnitedStates,73,,,,,,,,,,,,,,,,,,,,,,
6/30/17,Utah,57.75,7785,8088,172.934849,329000,2.727272727,10000,0.989361702,1395,171,,,,,12.07698764,13.29136821,14.12,5862,4471,266400,251800,1475,1.032
6/30/17,Vermont,140.375,5936,6223,148.1554677,246500,4.597701149,10000,1.522727273,,163,20.67,71.08,,,8.526504457,10.4483188,11.34,1068,808,,226200,1611,1.14
6/30/17,Virginia,70.5,38754,42098,152.3809524,299990,2.586429884,9600,1.080246914,1675,145,18.97,68.1,,,14.90325284,16.73181207,13.24,14477,10877,262300,244300,1523,0.936
6/30/17,Washington,49.25,17853,20148,203.6574074,350000,3.144654088,10000,1.310043668,1995,203,3.96,94.09,,,8.813027373,9.716836323,15.4,14849,10994,3.22E+05,336500,1772,1.102
6/30/17,WestVirginia,97.75,9649,9996,91.82886117,155000,4.255319149,6000,0.779513889,1000,74,42.75,50.09,,,13.00603836,14.51756877,9.16,957,634,143700,101900,897,0.68
6/30/17,Wisconsin,73.25,29178,32863,130.2123552,199500,3.572704537,7400,1,1225,112,16.2,77.13,,,10.69298639,12.32378457,11.59,10510,7442,165200,165700,1187,0.918
6/30/17,Wyoming,74.75,4526,4852,154.6481321,239900,3.436426117,9000,0.927197802,1100,148,,,,,12.03911271,13.7664844,13.31,673,471,229600,194400,1198,0.922
7/31/17,Alabama,91,26902,28524,95.11132623,190000,3.125976868,5100,0.684822441,1000,76,31.12,59.73,,,12.96319113,14.62770259,10.05,5788,5174,135800,125300,1005,0.648
7/31/17,Alaska,76.25,3106,3671,166.383812,275000,2.307692308,6000,1.22772023,1600,183,,,,,13.99206812,17.74193548,12.15,586,539,303800,268900,,1.278
7/31/17,Arizona,69,29479,28470,142.2911822,269000,1.886792453,5000,0.902097084,1375,135,8.22,86.47,,,17.28698878,16.96986048,14.19,12085,12699,226700,225100,1299,0.83
7/31/17,Arkansas,85.25,16105,16710,92.9431543,164500,3.361344538,5100,0.738750839,1095,78,22.61,69.47,,,11.15982657,12.96614211,10.21,3429,3056,136100,120500,951,0.628
7/31/17,California,56,59548,65146,297.901151,499950,2.757619739,14100,1.864881694,2695,331,9.65,85.38,93.07,6.93,12.26791769,13.45863353,17.16,41678,39768,457600,507100,2454,1.586
7/31/17,Colorado,52.75,19099,22818,225.8493716,406500,2.521343281,10000,1.388888889,1825,211,5.03,91.76,96.4,3.6,13.80128653,17.07965947,14.74,11865,9932,324100,336200,1852,1.19
7/31/17,Connecticut,93.25,18404,20258,171.7362378,315000,3.514226001,10000,1.362179487,1800,153,34.71,50.11,,,15.29201101,17.19188768,11.47,4325,3499,224600,244200,1755,1.182
7/31/17,Delaware,91.5,6104,6320,140.5122655,275900,2.926829268,7100,0.888888889,1350,143,24.66,70.55,,,15.16420177,16.72115268,13.02,1614,1460,218900,221600,1404,0.934
7/31/17,DistrictofColumbia,59,1182,1230,517.5675676,549999.5,3.311847077,20000,3.044505913,2659,491,17.92,70.63,,,15.8359921,16.39285714,16.59,844,725,537700,540700,2689,2.29
7/31/17,Florida,93.75,135858,132464,157.0548367,279999,2.756756757,9000,1.279172821,1750,132,13.16,81.08,,,14.9663923,14.79931746,11.13,41978,40337,203200,209900,1547,1.06
7/31/17,Georgia,70.75,49766,52998,107.6467421,235000,2.777777778,7400,0.778388278,1350,90,17.2,76.01,,,12.93939967,14.33435361,10.42,17429,17222,170600,156800,1238,0.722
7/31/17,Hawaii,80.75,6392,6626,490.5523256,6.00E+05,3.373356204,19000,2.382213479,2300,479,11.57,81.15,,,9.862128724,10.39097903,20.01,1443,1418,,606600,2438,1.966
7/31/17,Idaho,58.25,8275,9666,138.9644621,274900,2.942041777,9000,0.864727001,1245,120,,,,,13.79180557,16.81086879,12.97,3028,2538,206800,194500,1219,0.766
7/31/17,Illinois,84.75,51722,56528,137.9947917,219900,2.942041777,6400,1.270207852,1650,131,28.16,62.14,,,16.64287371,18.76012399,9.56,20755,18753,1.87E+05,168800,1490,1.12
7/31/17,Indiana,67.75,21746,24202,95.06121628,165900,3.093102382,5000,0.78125,1095,79,,,,,14.64757181,16.82576899,9.03,9531,9528,,121800,1102,0.73
7/31/17,Iowa,72,12053,12786,128.1163435,174500,3.151515152,5000,0.987204539,1095,108,33.33,56.37,,,11.05076706,13.18402217,9.92,4194,3484,,127700,1048,0.884
7/31/17,Kansas,61.25,10559,11378,109.296875,169900,3.22684737,5050,0.861059861,1100,,,,,,14.02009075,16.46675207,9.92,3668,2903,,125700,1055,0.772
7/31/17,Kentucky,67.75,15617,16729,105.1789741,173500,3.285714286,5000,0.845454545,1100,98,19.7,73.59,,,12.2524956,14.17618704,10.39,4745,4102,146900,135300,1067,0.786
7/31/17,Louisiana,77,18215,18981,116.7731152,205000,3.06441526,6000,0.927903872,1300,97,,,,,15.88196977,17.30055307,,4102,3465,165100,,1271,0.77
7/31/17,Maine,79.25,7702,9446,160.593041,234000,4.060913706,10000,1.347709507,1800,160,26.27,64.67,,,11.45907128,15.12972001,11.05,,,,206600,1491,1.152
7/31/17,Maryland,85.5,20560,22559,177.9239769,309000,2.953586498,10000,1.310861423,1750,174,25.66,59.79,,,17.18757968,18.96753511,12.49,8669,9633,257500,268800,1770,1.2
7/31/17,Massachusetts,72.75,15370,18132,240.9638554,424900,3.126954346,10100,2.678111667,2600,235,8.63,85.05,,,13.24640339,14.69093735,14.32,8308,6530,350800,376500,2202,1.38
7/31/17,Michigan,67.75,40596,45906,121.7100607,169900,3.846745653,6800,0.980957877,1125,104,16.63,77.65,,,13.31006955,15.79510905,9.78,19281,19010,,133900,1117,0.904
7/31/17,Minnesota,68.5,18147,21116,172.7430556,249900,3.064351379,9999,1.258680556,1500,168,14.96,77.97,,,13.48756112,16.35013263,11.73,11647,9543,217300,208300,1434,1.172
7/31/17,Mississippi,88.25,12087,12334,91.1855057,175000,3.448275862,5500,0.758248731,1100,70,,,,,11.83403523,13.43321322,8.77,1764,1712,,114000,1047,0.67
7/31/17,Missouri,65,28017,30829,107.61563,169900,3.301100367,5100,0.840041491,975,104,,,,,12.40432581,14.58017275,10.59,8555,7542,161500,141000,1086,0.84
7/31/17,Montana,71.25,6189,6973,181.8607107,3.00E+05,3.454757993,10000,1.041666667,1200,160,,,,,9.121143268,12.19311855,13.41,1163,956,256200,202900,1249,0.974
7/31/17,Nebraska,58.75,4382,4776,129.8497854,196950,3.111802623,6000,1.027115859,,109,10.69,83.69,,,13.32037625,15.855573,9.87,2322,1969,167800,150900,1272,0.922
7/31/17,Nevada,60.5,14313,15050,150.1762348,289900,2.326663564,9100,0.866381313,1375,140,4.44,92.67,,,12.31083597,12.66621894,15.04,6196,5904,245300,244600,1318,0.822
7/31/17,NewHampshire,72.75,5868,7464,155.4221368,279900,3.669724771,10000,1.228209192,1695,150,12.42,81.14,,,9.909764312,12.82188841,11.74,,,,246700,1696,1.104
7/31/17,NewJersey,109.75,45364,50146,175.3440367,299999,3.592814371,10000,1.474358974,2000,180,22.16,65.76,,,14.24222526,16.07886306,11.9,15985,13356,260600,305200,2062,1.244
7/31/17,NewMexico,80.5,11477,12338,132.0436317,224650,3.115142494,7000,0.833333333,1195,94,,,,,12.86140017,15.24963821,12.08,2365,2294,193300,173900,1185,0.678
7/31/17,NewYork,118,61396,68097,176.3333333,339900,4.001066951,10000,,3250,141,22.78,70.42,,,10.56781896,12.64640186,10.63,17888,16453,2.74E+05,302100,2159,1.182
7/31/17,NorthCarolina,72.5,47964,51922,121.3328504,249900,2.810810811,7000,0.782344849,1250,103,16.75,76.13,,,10.98435898,12.56281985,11.25,16055,14562,181600,161800,1182,0.748
7/31/17,NorthDakota,79,3447,3702,,,2.942041777,6500,0.923076923,1200,179,,,,,14.95490988,16.93215339,12.79,789,743,224800,201400,1368,1.1
7/31/17,Ohio,68.25,36850,40835,98.63377609,155000,3.584229391,5100,0.843495935,1050,87,19.19,73.37,,,13.20007747,15.39153524,9.33,19349,16507,126300,127800,1122,0.786
7/31/17,Oklahoma,80.5,19816,20754,98.86540779,179900,2.704164413,5000,0.785436842,1075,79,33.71,55.42,,,16.49514876,18.92790213,9.68,4873,4309,139600,115300,953,0.68
7/31/17,Oregon,61.5,14148,16552,200.100553,357995,3.030762237,10100,1.21440536,1795,200,7.8,87.49,,,12.64025181,15.22918152,15.27,6863,6035,299700,311000,1671,1.102
7/31/17,Pennsylvania,84.5,50253,54921,118.6611236,194500,3.555104114,6000,1.049399116,1395,115,26.54,63.42,,,14.92339056,17.2270273,10.67,17610,15149,161900,159700,1232,0.898
7/31/17,RhodeIsland,77.75,4042,4616,194.6557971,299000,3.567428335,10000,1.492537313,1900,183,7.07,88.52,,,12.76094569,14.5309626,12.42,,,,255100,1656,1.244
7/31/17,SouthCarolina,85.25,28851,30312,120,234900,2.451225613,5100,0.922216556,1300,95,21.56,70.44,,,12.84890446,14.1115809,10,9106,7947,165800,144600,1204,0.796
7/31/17,SouthDakota,,3084,3376,145.7479508,215000,2.977892966,5825,0.893213573,1150,142,,,,,10.81158856,13.28847771,11.55,,,,173000,1229,1.008
7/31/17,Tennessee,70.5,27687,30059,118.0530737,224990,2.942907593,6400,0.846091861,1295,92,,,,,11.87854548,13.7381199,10.23,11280,10452,164400,142600,1129,0.738
7/31/17,Texas,63.75,97644,104018,119.5366312,270000,2.60086293,8000,0.910093767,1510,97,,,96.26,3.74,16.46427812,18.90261223,9.81,35153,31523,207100,169800,1429,0.85
7/31/17,UnitedStates,73.5,,,,,,,,,,,,,,,,,,,,,,
7/31/17,Utah,58,7733,8300,173.729997,329500,2.702739227,10000,0.996892691,1400,172,,,,,12.40036015,14.20498693,14.04,4965,4446,268400,253200,1490,1.036
7/31/17,Vermont,113.875,5756,6408,148.6842105,247500,4.492898632,10000,1.473477407,,164,17.92,74.76,,,8.133192354,10.69525344,11.49,1086,857,,227000,1605,1.148
7/31/17,Virginia,73,38642,42428,151.0721248,299900,2.564760195,9001,1.0804769,1695,145,19.03,67.9,,,14.37529428,16.39501438,13.19,12143,10596,260900,244500,1526,0.936
7/31/17,Washington,50.375,17637,21430,205.1302289,350000,3.126954346,10000,1.312402204,2000,205,4.03,93.98,,,8.786731371,10.54577124,15.36,13082,11317,3.23E+05,338800,1788,1.11
7/31/17,WestVirginia,94.25,9571,10166,91.7578125,155000,4.319248826,6000,0.770732753,1000,74,43.28,49.21,,,12.44580872,14.22229397,9.16,733,663,150500,101800,886,0.676
7/31/17,Wisconsin,72.5,28429,32934,129.66648,198000,3.573981415,8000,1.00863313,1200,113,16.17,77.21,,,10.74871533,13.38291691,11.54,9403,7581,166800,166000,1182,0.918
7/31/17,Wyoming,73.25,4563,5024,153.9166667,242500,3.343907202,8000,0.920542636,1100,149,,,,,11.83051365,14.02000625,13.29,557,493,228900,194900,1193,0.922
8/31/17,Alabama,92.75,26741,28280,95.17183399,189900,3.155339806,5000,0.682081631,995,76,30.83,59.78,,,13.74354269,14.89850528,10.06,6381,5264,135700,125600,1007,0.65
8/31/17,Alaska,80.125,3211,3954,166.6527778,275000,2.352941176,6000,1.2,1600,183,,,,,16.25434777,20.45419194,12.18,655,534,300400,269100,,1.276
8/31/17,Arizona,69,28982,27598,143.1336551,269000,1.886792453,5000,0.895450145,1350,136,7.36,87.79,,,18.52863218,18.34734436,14.23,13506,12266,225600,226300,1305,0.834
8/31/17,Arkansas,86,16252,17050,92.97610909,162000,3.344481605,5100,0.734281781,1050,78,23.31,68.52,,,12.51728535,13.65239058,10.26,3674,3191,138100,121000,955,0.628
8/31/17,California,58,58275,65523,298.245614,499900,2.677334975,11111,1.875,2695,333,7.97,87.51,93.06,6.94,13.20662624,14.69242853,17.18,46031,39867,457800,509900,2461,1.592
8/31/17,Colorado,54.5,18692,23042,225.6772252,403900,2.451225613,10000,1.38154027,1800,212,5.43,91.15,96.91,3.09,15.4401631,18.37586765,14.78,12174,9792,326200,337800,1861,1.196
8/31/17,Connecticut,96,19327,22902,169.4423792,305000,3.572321693,10000,1.337593825,1800,153,33.66,51.63,,,15.89324403,16.36381957,11.44,4552,3425,228100,244500,1758,1.184
8/31/17,Delaware,93.25,5894,6070,139.92,279000,2.942907593,8000,0.888888889,1350,143,24.93,71.35,,,15.74270234,16.33234274,13.03,1669,1422,215200,222000,1404,0.936
8/31/17,DistrictofColumbia,64.75,1184,1120,500,529000,3.093750302,15000,3.039364682,2600,492,19.29,68.97,,,15.97506551,15.34496431,16.5,852,729,531200,541000,2690,2.294
8/31/17,Florida,93.25,133935,131075,157.069849,279900,2.714053227,8000,1.310307018,1750,133,12.88,81.31,,,15.81792805,15.27995788,11.18,44605,40690,205300,211000,1549,1.062
8/31/17,Georgia,73.25,49652,52777,107.3785391,235000,2.738318322,7000,0.774521531,1300,91,16.06,77.52,,,13.84351598,14.65141739,10.45,19144,16953,1.70E+05,157900,1243,0.724
8/31/17,Hawaii,81.5,6366,6526,494.7660976,599250,3.261578604,16000,2.421766626,2300,478,11.68,81.71,,,10.86256859,11.15825202,20,1581,1428,,606400,2421,1.962
8/31/17,Idaho,60.5,8358,10101,138.9317889,269900,2.884049441,8100,0.867052023,1245,120,,,,,14.38217899,17.14837553,12.93,3397,2650,211100,196100,1229,0.772
8/31/17,Illinois,87,52317,58052,136.0909091,215000,3.03030303,6000,1.252891975,1625,131,26.98,63.14,,,18.55796785,20.2253481,9.55,24340,18616,185500,169100,1492,1.122
8/31/17,Indiana,68.75,21515,24322,94.76519415,164900,3.044802088,5000,0.773809524,1050,80,,,,,16.05859636,18.25227077,9.01,10758,9299,,121800,1105,0.732
8/31/17,Iowa,71.25,12183,12891,127.1276981,169900,3.267973856,5000,0.98775652,1050,108,35.96,54.39,,,12.49854556,14.09775307,9.93,4410,3458,,128000,1048,0.882
8/31/17,Kansas,61.5,10571,11312,107.5694968,165000,3.352060503,5000,0.83941064,1030,,,,,,15.30074628,16.88136784,9.96,3488,2854,,126100,1052,0.772
8/31/17,Kentucky,68.5,15619,17088,104.896324,170000,3.274260735,5100,0.843093792,1095,98,20.13,73.27,,,13.58032384,15.25526206,10.38,5532,4199,147200,135900,1075,0.788
8/31/17,Louisiana,82,18505,19187,116.4983165,203500,3.077870114,6000,0.921347091,1275,97,,,,,16.94328837,17.7814216,,3957,3414,164800,,1270,0.77
8/31/17,Maine,82.75,7653,9660,160.5530757,229900,4.16,10000,1.380952381,1800,162,24.16,67.65,,,13.12170353,16.16686212,11.09,,,,208200,1501,1.152
8/31/17,Maryland,91,20717,22432,177.2056765,3.00E+05,2.941176471,10000,1.304827183,1750,175,23.53,62.72,,,17.97065357,18.80650995,12.56,11987,9663,254700,270000,1774,1.202
8/31/17,Massachusetts,75.25,15228,17920,239.4610778,419000,3.134796238,10000,2.55164034,2525,236,8.53,84.96,,,14.48808853,15.28174258,14.31,8968,6545,349900,378400,2200,1.382
8/31/17,Michigan,70.5,40041,47726,121.8381113,169900,3.740740741,6000,0.97323601,1100,105,15.43,79.02,,,15.05251165,17.38500543,9.77,22917,19135,,134500,1121,0.908
8/31/17,Minnesota,70.5,18109,21418,171.1005199,247000,3.076923077,9100,1.248357424,1495,168,15.59,76.9,,,15.0915585,17.51712606,11.74,12411,9597,216300,209100,1433,1.176
8/31/17,Mississippi,88.5,12113,12422,91.01194539,174900,3.517241379,5100,0.75,1100,71,,,,,12.91133651,13.65215743,8.79,1867,1593,,114500,1047,0.672
8/31/17,Missouri,67,27866,30800,107.1428571,169900,3.261648746,5000,0.843881857,965,104,,,,,13.87493459,15.37791992,10.56,9223,7502,1.62E+05,141400,1089,0.842
8/31/17,Montana,76,6190,7069,181.8596171,299900,3.516873575,10000,1.026706846,1225,160,,,,,10.17894871,12.76079137,13.37,1372,1008,257300,203100,1254,0.982
8/31/17,Nebraska,59.5,4342,4818,130.0148588,195000,3.06122449,5500,1.004997494,,110,11.73,82.43,,,15.15357872,17.38092079,9.88,2277,1894,166700,151900,1278,0.926
8/31/17,Nevada,60.5,13606,14753,152.2691376,290000,2.325581395,9000,0.867629434,1375,141,3.73,94.03,,,12.20908078,13.4988084,15.12,6841,6027,249400,247200,1328,0.828
8/31/17,NewHampshire,74.25,5880,7667,155.1094891,279000,3.479623824,10000,1.233552632,1700,151,12.42,81.01,,,11.97787894,14.48765951,11.68,,,,247700,1710,1.112
8/31/17,NewJersey,112.25,44930,49051,172.7787389,299000,3.705075954,10000,1.441296787,1950,181,22.61,65.43,,,15.4852365,15.86632848,11.9,18675,13976,257500,306500,2068,1.246
8/31/17,NewMexico,83.75,11393,12425,131.6981965,223000,3.077396523,6500,0.840336134,1195,94,,,,,14.15214751,15.75297027,11.99,2584,2254,191300,173000,1184,0.678
8/31/17,NewYork,118,61037,67324,173.6842105,329900,4.003202562,10000,,3170,140,23.25,69.82,,,11.63432843,12.50866388,10.65,21900,16648,268700,302900,2158,1.184
8/31/17,NorthCarolina,73.25,48051,51697,120.7822086,249500,2.82727145,7000,0.778245192,1250,103,16.37,76.54,,,12.20653903,13.33549343,11.29,18280,15138,181800,162600,1185,0.752
8/31/17,NorthDakota,82.5,3482,3672,,,2.860881064,6000,0.918635171,1200,179,,,,,16.83735063,18.85477491,12.87,883,726,223500,201100,1364,1.098
8/31/17,Ohio,68.75,36797,41843,98.42485225,155000,3.616636528,5000,0.847537879,1050,88,18.66,74.34,,,14.92863902,16.71829734,9.35,21760,16895,126400,128200,1123,0.79
8/31/17,Oklahoma,81.75,19860,20884,97.98534799,179000,2.723735409,5000,0.778577973,1025,79,34.64,54.39,,,17.50538641,19.12518748,9.68,5809,4394,138300,115700,954,0.68
8/31/17,Oregon,64,14357,17625,199.2349378,350000,2.997574939,10000,1.219445199,1775,201,8.48,86.57,,,14.39400709,17.01062401,15.28,7530,6142,301600,312600,1678,1.106
8/31/17,Pennsylvania,86,50100,54955,117.7946905,189900,3.636363636,6000,1.041140264,1350,116,25.88,63.95,,,16.67088905,18.09042719,10.69,19079,15194,162700,160200,1231,0.9
8/31/17,RhodeIsland,80.75,4023,4658,194.9310314,299000,3.598971722,10000,1.5,1900,183,7.48,87.66,,,15.1767828,16.64628554,12.41,,,,256900,1665,1.246
8/31/17,SouthCarolina,86.25,28665,30012,120.075948,234900,2.536062378,5010,0.912312259,1300,95,23.2,68.65,,,13.71098358,14.52350619,10.01,9899,8432,167900,144900,1205,0.798
8/31/17,SouthDakota,,3119,3456,143.7867647,214500,3.212903226,6550,0.875629473,1100,142,,,,,12.44985529,14.14957531,11.53,,,,173800,1228,1.016
8/31/17,Tennessee,70.75,27784,30445,118.2755815,224900,2.942041777,6000,0.844014973,1295,93,,,,,13.26938864,14.59275512,10.25,12280,10296,168800,143600,1130,0.742
8/31/17,Texas,66.25,99487,109433,119.1827469,269900,2.614799336,7400,0.900423729,1500,97,,,97.09,2.91,16.70829111,18.3533507,9.83,36453,30528,212900,170200,1431,0.85
8/31/17,UnitedStates,75.5,,,,,,,,,,,,,,,,,,,,,,
8/31/17,Utah,60.25,7886,8891,173.2026144,328935,2.670226969,10000,0.998756364,1416,173,,,,,14.25812918,16.57166124,13.98,5783,4671,271800,254100,1505,1.04
8/31/17,Vermont,113,5621,6440,148.5770583,246500,4.810824657,10000,1.444444444,,164,17.81,75.04,,,9.607925677,11.59259259,11.46,1120,856,,227300,1592,1.152
8/31/17,Virginia,75.75,38702,42318,149.7289918,295000,2.593553168,9000,1.072761194,1650,145,19.04,67.64,,,15.75516107,17.04604075,13.17,12822,10584,261100,245100,1527,0.938
8/31/17,Washington,52.75,17553,22483,204.9242185,350000,3.174603175,10000,1.3136289,2000,206,3.79,94.33,,,11.14177677,12.92176528,15.32,14093,11457,325100,341200,1804,1.116
8/31/17,WestVirginia,96.75,9574,10367,91.2595792,153000,4.543559817,6000,0.755813953,975,74,44.75,47.77,,,13.93769179,15.60210258,9.19,813,674,147300,102000,871,0.672
8/31/17,Wisconsin,74.5,27910,32627,129.6637866,196900,3.577817531,7000,0.995,1200,114,17.42,75.12,,,12.52563567,14.47473373,11.5,9457,7489,169300,166700,1179,0.918
8/31/17,Wyoming,77.375,4618,5157,153.8146945,239900,3.090909091,7600,0.90266876,1100,149,,,,,12.29983407,14.47348075,13.37,615,507,2.39E+05,195600,1181,0.918
9/30/17,Alabama,94.75,26598,28086,95.90604027,193900,3.090909091,5000,0.687311178,995,76,31.07,59.74,,,12.28580306,13.03620238,10.1,5405,5217,136900,126000,1009,0.65
9/30/17,Alaska,85.25,3335,3964,166.3498099,275000,2.386117137,6000,1.199127907,1600,183,,,,,14.73874844,17.72007186,12.24,610,524,303400,269800,,1.274
9/30/17,Arizona,68.75,28565,27608,144.4611537,269900,1.851853567,5000,0.890117574,1350,137,7.91,87.09,,,16.97202783,17.54088785,14.29,12165,12030,2.28E+05,227800,1313,0.838
9/30/17,Arkansas,88,16195,16871,93.51908761,164900,3.334444815,5000,0.737847222,1050,78,24.92,67.01,,,12.04848297,12.88880249,10.28,3498,3151,138300,121200,956,0.63
9/30/17,California,59.75,57916,65391,299.2886179,499950,2.666666667,11105.5,1.863354037,2650,335,7.74,87.78,89.58,10.42,12.05292203,14.08086338,17.23,39971,38483,4.59E+05,513000,2470,1.598
9/30/17,Colorado,57,18665,22440,226.2806543,408597,2.409638554,10000,1.379310345,1800,214,6.26,89.65,99.14,0.86,14.83251415,17.33044218,14.84,10424,9487,327800,339300,1869,1.2
9/30/17,Connecticut,100.5,19824,22235,169.8063841,309900,3.573981415,10000,1.332582583,1750,154,33.29,52.41,,,16.32873642,19.57850769,11.45,3515,3270,227400,245400,1762,1.184
9/30/17,Delaware,95.5,5683,6002,139.7498883,277900,2.800655074,7000,0.897666068,1350,144,23.74,73.01,,,14.81918787,16.61627614,13.19,1422,1385,2.19E+05,223500,1406,0.938
9/30/17,DistrictofColumbia,65.125,1239,1296,514.2696078,550000,3.333347222,20000,2.990033223,2595,493,20.84,67.27,,,15.77776505,17.58202568,16.58,700,749,523700,541100,2684,2.29
9/30/17,Florida,95.25,131422,126825,157.8164811,283990,2.779321845,7500,1.311953353,1775,134,13.56,80.52,,,11.57961315,11.16587085,11.28,29928,36833,205300,212600,1550,1.064
9/30/17,Georgia,77.75,49577,51750,107.8376006,236900,2.804172477,7000,0.768667643,1300,91,16.67,76.75,,,11.68355913,12.57967291,10.49,16114,16046,170500,159000,1249,0.728
9/30/17,Hawaii,84,6411,6412,493.3311026,599000,3.225806452,19000,2.427184466,2300,480,11.87,81.59,,,9.809361077,10.17950963,20.15,1474,1410,,609100,2401,1.958
9/30/17,Idaho,63,8478,10001,138.5709887,269000,2.759770328,6012,0.871530019,1250,122,,,,,13.45979158,15.45013022,13.06,3060,2698,213900,198800,1236,0.778
9/30/17,Illinois,90.5,53287,58612,135.3796446,214900,2.981639166,6000,1.245358733,1600,131,28.02,62.03,,,17.31147218,19.84495301,9.57,18632,17661,180400,169600,1493,1.124
9/30/17,Indiana,71,21574,24513,95.28677858,167500,2.980596119,5000,0.777439024,1050,80,,,,,15.3545231,17.56377185,9.03,8710,8413,,122400,1109,0.734
9/30/17,Iowa,72,12504,13898,125.6377065,169000,3.268845897,5000,0.984615385,1050,109,33.95,56.74,,,10.92920424,13.29839046,9.99,3287,3301,,128400,1051,0.884
9/30/17,Kansas,64,10687,11484,109.1966135,169900,3.227888961,5000,0.835351516,1000,,,,,,13.31403968,15.13860519,10.05,3025,2912,,126600,1045,0.77
9/30/17,Kentucky,71,15696,17082,104.9515225,169900,3.178317387,5000,0.839637433,1095,99,20.72,72.45,,,12.71935575,14.34195504,10.43,4687,4263,148400,136600,1080,0.79
9/30/17,Louisiana,86.5,18898,19600,116.3375364,203500,3.032140691,6000,0.909090909,1250,97,,,,,16.66192706,17.50843056,,3547,3512,1.65E+05,,1268,0.768
9/30/17,Maine,89.25,8025,9510,160.0075301,230000,4.008552722,10000,1.30952381,1650,163,23.16,69.05,,,12.92421445,15.29001308,11.12,,,,209500,1504,1.148
